Date,Close,High,Low,Open,Volume
2025-09-24 13:30:00+00:00,176.14999389648438,176.34449768066406,175.7449951171875,176.13999938964844,133774
2025-09-24 13:31:00+00:00,176.1522979736328,176.2899932861328,176.02000427246094,176.1199951171875,15025
2025-09-24 13:32:00+00:00,176.1649932861328,176.30999755859375,176.125,176.22000122070312,16222
2025-09-24 13:33:00+00:00,176.3300018310547,176.4149932861328,176.1074981689453,176.1999969482422,8576
2025-09-24 13:34:00+00:00,176.4250030517578,176.44000244140625,176.27000427246094,176.27000427246094,6234
2025-09-24 13:35:00+00:00,176.31500244140625,176.4033966064453,176.27000427246094,176.35000610351562,7590
2025-09-24 13:36:00+00:00,176.22000122070312,176.3800048828125,176.17999267578125,176.17999267578125,7180
2025-09-24 13:37:00+00:00,176.25999450683594,176.30999755859375,176.19529724121094,176.2100067138672,12031
2025-09-24 13:38:00+00:00,176.14999389648438,176.25999450683594,176.125,176.25999450683594,9688
2025-09-24 13:39:00+00:00,176.3800048828125,176.4698028564453,176.19000244140625,176.19000244140625,14588
2025-09-24 13:40:00+00:00,176.19000244140625,176.4600067138672,176.19000244140625,176.39999389648438,7946
2025-09-24 13:41:00+00:00,176.0800018310547,176.17999267578125,176.07000732421875,176.17999267578125,5929
2025-09-24 13:42:00+00:00,176.19000244140625,176.19000244140625,175.9801025390625,176.02000427246094,11641
2025-09-24 13:43:00+00:00,176.22000122070312,176.27000427246094,176.14999389648438,176.1649932861328,9615
2025-09-24 13:44:00+00:00,176.25,176.33999633789062,176.22000122070312,176.24000549316406,4583
2025-09-24 13:45:00+00:00,176.1199951171875,176.22000122070312,176.0919952392578,176.2100067138672,7831
2025-09-24 13:46:00+00:00,175.9499969482422,176.11000061035156,175.8800048828125,176.07000732421875,17247
2025-09-24 13:47:00+00:00,175.97999572753906,175.97999572753906,175.8699951171875,175.9199981689453,9259
2025-09-24 13:48:00+00:00,176.1999969482422,176.1999969482422,175.97500610351562,175.97999572753906,8772
2025-09-24 13:49:00+00:00,176.0800018310547,176.2100067138672,176.02999877929688,176.19000244140625,6319
2025-09-24 13:50:00+00:00,176.02000427246094,176.1199951171875,176.02000427246094,176.0800018310547,7735
2025-09-24 13:51:00+00:00,176.0399932861328,176.05850219726562,176.0,176.0,4351
2025-09-24 13:52:00+00:00,175.97999572753906,176.0399932861328,175.9499969482422,176.0,6818
2025-09-24 13:53:00+00:00,175.94000244140625,175.97999572753906,175.8636932373047,175.94000244140625,5241
2025-09-24 13:54:00+00:00,175.89999389648438,175.96499633789062,175.8300018310547,175.96499633789062,9146
2025-09-24 13:55:00+00:00,175.97000122070312,175.99000549316406,175.88499450683594,175.88499450683594,7824
2025-09-24 13:56:00+00:00,176.0,176.05999755859375,175.9550018310547,175.9550018310547,4568
2025-09-24 13:57:00+00:00,176.0050048828125,176.05990600585938,175.97000122070312,176.00799560546875,4128
2025-09-24 13:58:00+00:00,175.83999633789062,176.0050048828125,175.83999633789062,176.0050048828125,3398
2025-09-24 13:59:00+00:00,175.96499633789062,176.00999450683594,175.84010314941406,175.875,18176
2025-09-24 14:00:00+00:00,175.88999938964844,175.98500061035156,175.8300018310547,175.88999938964844,7051
2025-09-24 14:01:00+00:00,175.91000366210938,175.9199981689453,175.89999389648438,175.89999389648438,3619
2025-09-24 14:02:00+00:00,175.85499572753906,175.94000244140625,175.80999755859375,175.90499877929688,4528
2025-09-24 14:03:00+00:00,175.8800048828125,175.89990234375,175.80999755859375,175.85499572753906,6477
2025-09-24 14:04:00+00:00,175.8249969482422,175.89999389648438,175.7899932861328,175.8699951171875,9591
2025-09-24 14:05:00+00:00,175.80999755859375,175.8300018310547,175.75,175.8300018310547,7412
2025-09-24 14:06:00+00:00,175.79019165039062,175.80999755859375,175.74000549316406,175.80999755859375,5094
2025-09-24 14:07:00+00:00,175.77000427246094,175.86000061035156,175.77000427246094,175.80999755859375,7231
2025-09-24 14:08:00+00:00,175.89999389648438,175.89999389648438,175.81500244140625,175.81500244140625,8276
2025-09-24 14:09:00+00:00,175.9149932861328,175.93499755859375,175.88999938964844,175.91259765625,3597
2025-09-24 14:10:00+00:00,175.9149932861328,175.93150329589844,175.8699951171875,175.93150329589844,5001
2025-09-24 14:11:00+00:00,175.97000122070312,175.97000122070312,175.8699951171875,175.9149932861328,5934
2025-09-24 14:12:00+00:00,176.02000427246094,176.05999755859375,175.9199981689453,175.9250030517578,8415
2025-09-24 14:13:00+00:00,176.0500030517578,176.0500030517578,175.99000549316406,176.0399932861328,4344
2025-09-24 14:14:00+00:00,176.35000610351562,176.389892578125,176.02499389648438,176.02499389648438,13893
2025-09-24 14:15:00+00:00,176.27000427246094,176.3583984375,176.25,176.32000732421875,10894
2025-09-24 14:16:00+00:00,176.2899932861328,176.3000030517578,176.2100067138672,176.27000427246094,6552
2025-09-24 14:17:00+00:00,176.4499969482422,176.4600067138672,176.3000030517578,176.3000030517578,5594
2025-09-24 14:18:00+00:00,176.55499267578125,176.57000732421875,176.47000122070312,176.49000549316406,7837
2025-09-24 14:19:00+00:00,176.5301055908203,176.5800018310547,176.52999877929688,176.5500030517578,5664
2025-09-24 14:20:00+00:00,176.50999450683594,176.55499267578125,176.47000122070312,176.5500030517578,6070
2025-09-24 14:21:00+00:00,176.44000244140625,176.49000549316406,176.41000366210938,176.47999572753906,9498
2025-09-24 14:22:00+00:00,176.5399932861328,176.57000732421875,176.46499633789062,176.46499633789062,3952
2025-09-24 14:23:00+00:00,176.53500366210938,176.58999633789062,176.5,176.52499389648438,6224
2025-09-24 14:24:00+00:00,176.4250030517578,176.55999755859375,176.4149932861328,176.53500366210938,12380
2025-09-24 14:25:00+00:00,176.43499755859375,176.5,176.4199981689453,176.4250030517578,7378
2025-09-24 14:26:00+00:00,176.44500732421875,176.52000427246094,176.36000061035156,176.5,9659
2025-09-24 14:27:00+00:00,176.47000122070312,176.4949951171875,176.41000366210938,176.45010375976562,13325
2025-09-24 14:28:00+00:00,176.4499969482422,176.50999450683594,176.42999267578125,176.50999450683594,8489
2025-09-24 14:29:00+00:00,176.47999572753906,176.5500030517578,176.47000122070312,176.47000122070312,4791
2025-09-24 14:30:00+00:00,176.4550018310547,176.5,176.41000366210938,176.4949951171875,6411
2025-09-24 14:31:00+00:00,176.53500366210938,176.5384979248047,176.47500610351562,176.47500610351562,5569
2025-09-24 14:32:00+00:00,176.52279663085938,176.57510375976562,176.51499938964844,176.55499267578125,5984
2025-09-24 14:33:00+00:00,176.44500732421875,176.50509643554688,176.44500732421875,176.5,4899
2025-09-24 14:34:00+00:00,176.39500427246094,176.4499969482422,176.3699951171875,176.4499969482422,5056
2025-09-24 14:35:00+00:00,176.47000122070312,176.47999572753906,176.3800048828125,176.40499877929688,7888
2025-09-24 14:36:00+00:00,176.44000244140625,176.4600067138672,176.39010620117188,176.44000244140625,5611
2025-09-24 14:37:00+00:00,176.4499969482422,176.4499969482422,176.39999389648438,176.44500732421875,8961
2025-09-24 14:38:00+00:00,176.4250030517578,176.4409942626953,176.4199981689453,176.4199981689453,3298
2025-09-24 14:39:00+00:00,176.39999389648438,176.42999267578125,176.39999389648438,176.42999267578125,3980
2025-09-24 14:40:00+00:00,176.44000244140625,176.44000244140625,176.38999938964844,176.42999267578125,3270
2025-09-24 14:41:00+00:00,176.42999267578125,176.4499969482422,176.41000366210938,176.44000244140625,3237
2025-09-24 14:42:00+00:00,176.4550018310547,176.4550018310547,176.3699951171875,176.4250030517578,4658
2025-09-24 14:43:00+00:00,176.51119995117188,176.55499267578125,176.44000244140625,176.46099853515625,12178
2025-09-24 14:44:00+00:00,176.59860229492188,176.59860229492188,176.5050048828125,176.5050048828125,4810
2025-09-24 14:45:00+00:00,176.6199951171875,176.64999389648438,176.59280395507812,176.59280395507812,3887
